id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procédure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation
4826,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,BTP,CHU Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,Oujda,2023-12-21,2024-02-06,2024-02-25,3541641,"['SOMAGEC', 'Jet Contractors', 'TGCC', 'SOGEA', 'Novec']","[3231989.7620430808, 3376808.5577598424, 3496888.3964882647, 3652942.0778700174, 3717530.524462073]",Jet Contractors,3376808.5577598424,3495231.86,-0.0465,180,Appel d’offres restreint,Prix seul,5,Non,10,11,79,Attribué,
4827,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Rabat-Salé-Kénitra.,Travaux,Fournitures scolaires,Ministère de la Santé,Maroc,Rabat-Salé-Kénitra,Tanger,2024-10-12,2024-10-31,2024-11-18,9614044,"['INGEMA', 'SOGEA', 'Novec', 'TGCC', 'SOMAGEC']","[10600973.562265411, 10699827.769515282, 10829186.568803988, 11103526.83114643, 11333412.725700088]",SOMAGEC,11333412.725700088,10913385.49,0.1788,76,Appel d’offres ouvert,Meilleure offre économiquement,5,Non,8,12,90,Sans suite,
4828,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Fournitures,Informatique,ONEE,Maroc,Souss-Massa,Agadir,2023-03-14,2023-03-24,2023-04-12,8952444,"['Jet Contractors', 'SOGEA', 'SOMAGEC', 'TGCC', 'Novec']","[8137755.415211535, 8762363.025508165, 8841274.748569239, 9154393.674630867, 10079932.245177438]",SOMAGEC,8841274.748569239,8995143.82,-0.0124,263,Appel d’offres ouvert,Note technique et prix,5,Non,5,11,87,Annulé,
4829,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Travaux,Médical,ONEE,Maroc,Fès-Meknès,Agadir,2023-08-19,2023-09-05,2023-09-16,7335821,"['Jet Contractors', 'SOGEA', 'TGCC', 'INGEMA', 'Novec']","[6751796.953306646, 7639804.971845438, 8044114.677625751, 8118130.646204708, 8615091.148099339]",Jet Contractors,6751796.953306646,7833787.68,-0.0796,35,Appel d’offres restreint,Note technique et prix,5,Non,2,3,76,Annulé,Non-conformité des offres
4830,Appel d'offre pour médical à Tanger,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Médical,ONEE,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2023-01-31,2023-02-15,2023-03-03,966353,"['SOGEA', 'SOMAGEC', 'TGCC', 'Novec', 'INGEMA']","[1032106.1768378335, 1060154.0525843315, 1084727.8357930258, 1099652.153933693, 1133122.2776109953]",SOMAGEC,1060154.0525843315,1081952.5,0.0971,120,Appel d’offres restreint,Note technique et prix,5,Oui,12,12,93,Sans suite,Manque de budget
4831,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Souss-Massa.,Fournitures,Transport,ONEE,Maroc,Souss-Massa,Oujda,2025-05-15,2025-06-14,2025-06-22,2199614,"['INGEMA', 'Jet Contractors', 'SOMAGEC']","[2053105.645722615, 2158306.812615667, 2317753.577895235]",Jet Contractors,2158306.812615667,2176388.68,-0.0188,260,Gré à gré,Note technique et prix,3,Non,2,16,99,Annulé,Non-conformité des offres
4832,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Fournitures,Fournitures scolaires,ONCF,Maroc,Casablanca-Settat,Casablanca,2024-03-07,2024-04-18,2024-04-28,8575668,"['Jet Contractors', 'INGEMA', 'SOGEA']","[8322396.156754249, 8816543.682698756, 9452120.932018625]",INGEMA,8816543.682698756,8863686.92,0.0281,117,Appel d’offres restreint,Meilleure offre économiquement,3,Non,9,14,79,Annulé,Non-conformité des offres
4833,Appel d'offre pour transport à Casablanca,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Fournitures,Transport,ONEE,Maroc,Fès-Meknès,Casablanca,2024-10-03,2024-11-13,2024-11-24,2875822,"['Novec', 'SOGEA', 'TGCC', 'INGEMA', 'Jet Contractors', 'SOMAGEC']","[2655837.4617446093, 2666717.999996959, 2777231.3612753116, 2951223.0286545563, 2992530.492393575, 3355195.5745184175]",Jet Contractors,2992530.492393575,2899789.32,0.0406,326,Appel d’offres ouvert,Prix seul,6,Oui,6,8,91,Annulé,Manque de budget
4834,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Services,Informatique,Ministère de la Santé,Maroc,Rabat-Salé-Kénitra,Oujda,2023-02-14,2023-03-09,2023-03-20,8621447,"['TGCC', 'SOMAGEC', 'Jet Contractors', 'SOGEA']","[7880516.240954206, 7912064.733252652, 9222341.875744881, 9751139.006172111]",SOGEA,9751139.006172111,8691515.46,0.131,232,Appel d’offres ouvert,Note technique et prix,4,Oui,11,18,68,Annulé,Non-conformité des offres
4835,Appel d'offre pour informatique à Casablanca,Marché public concernant le secteur informatique dans la région de Fès-Meknès.,Travaux,Informatique,ONCF,Maroc,Fès-Meknès,Casablanca,2023-12-13,2024-01-31,2024-02-05,8147458,"['SOMAGEC', 'INGEMA', 'TGCC', 'Novec', 'SOGEA']","[7412678.929747908, 7950058.784955688, 8465845.182903904, 9350688.42464209, 9564066.267557034]",TGCC,8465845.182903904,8548667.52,0.0391,101,Appel d’offres ouvert,Meilleure offre économiquement,5,Oui,7,7,61,Annulé,
4836,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Fournitures,BTP,Ministère de la Santé,Maroc,Rabat-Salé-Kénitra,Rabat,2024-06-07,2024-06-25,2024-07-08,636104,"['SOMAGEC', 'INGEMA', 'TGCC', 'SOGEA', 'Jet Contractors', 'Novec']","[602943.2210571544, 612224.822792847, 622873.6395729134, 642411.4520393888, 648959.8331842053, 676924.9671715276]",Jet Contractors,648959.8331842053,634389.66,0.0202,232,Appel d’offres ouvert,Meilleure offre économiquement,6,Non,9,1,79,Sans suite,Non-conformité des offres
4837,Appel d'offre pour énergie à Agadir,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Travaux,Énergie,Ministère de la Santé,Maroc,Souss-Massa,Agadir,2024-01-10,2024-02-10,2024-02-29,9609801,"['TGCC', 'INGEMA']","[10527052.990605572, 11097249.969575122]",TGCC,10527052.990605572,10812151.48,0.0954,303,Appel d’offres restreint,Prix seul,2,Non,11,8,75,Annulé,Non-conformité des offres
4838,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Fès-Meknès.,Services,Fournitures scolaires,ONEE,Maroc,Fès-Meknès,Casablanca,2023-03-13,2023-03-25,2023-03-30,3698252,"['TGCC', 'SOMAGEC', 'Jet Contractors', 'INGEMA', 'Novec']","[3541163.455734611, 3646114.6108508343, 3783060.200876815, 3945560.0428349082, 3994191.383300029]",SOMAGEC,3646114.6108508343,3782017.94,-0.0141,325,Appel d’offres ouvert,Note technique et prix,5,Oui,5,7,62,Annulé,Non-conformité des offres
4839,Appel d'offre pour transport à Fès,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Travaux,Transport,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Fès,2023-04-02,2023-05-31,2023-06-07,5646332,"['Jet Contractors', 'SOGEA', 'TGCC', 'INGEMA', 'Novec', 'SOMAGEC']","[5258199.425750686, 5395596.019612187, 5768029.977185342, 6209508.552634877, 6391707.804442093, 6726534.181624671]",TGCC,5768029.977185342,5958262.66,0.0216,222,Appel d’offres restreint,Note technique et prix,6,Oui,4,7,61,Sans suite,Manque de budget
4840,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Rabat-Salé-Kénitra.,Travaux,Fournitures scolaires,ONEE,Maroc,Rabat-Salé-Kénitra,Tanger,2023-03-03,2023-04-28,2023-05-16,1482213,"['TGCC', 'Jet Contractors', 'INGEMA', 'SOGEA', 'Novec', 'SOMAGEC']","[1409150.7797223816, 1439535.8840216852, 1528335.449833366, 1545587.494395603, 1582843.0904713916, 1724728.1749134425]",Jet Contractors,1439535.8840216852,1538363.48,-0.0288,127,Gré à gré,Prix seul,6,Non,3,13,90,Annulé,
4841,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Services,Informatique,ONEE,Maroc,Rabat-Salé-Kénitra,Fès,2024-07-11,2024-08-30,2024-09-11,5072821,"['Jet Contractors', 'INGEMA', 'SOMAGEC', 'Novec', 'TGCC']","[4640533.459343411, 4823929.114379594, 5268938.249438176, 5269754.987862693, 5437826.8175740875]",INGEMA,4823929.114379594,5088196.53,-0.0491,97,Gré à gré,Prix seul,5,Non,0,11,85,Annulé,Non-conformité des offres
4842,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Rabat-Salé-Kénitra.,Fournitures,Énergie,ONEE,Maroc,Rabat-Salé-Kénitra,Tanger,2024-02-14,2024-03-06,2024-03-13,8294765,"['Novec', 'INGEMA', 'Jet Contractors', 'SOMAGEC', 'TGCC']","[7731706.848235651, 8143827.842723204, 8161666.82661039, 8430562.17589973, 9055091.624809455]",TGCC,9055091.624809455,8304571.06,0.0917,39,Gré à gré,Note technique et prix,5,Non,11,10,97,Sans suite,
4843,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Fournitures,Énergie,Ministère de la Santé,Maroc,Casablanca-Settat,Oujda,2024-09-23,2024-10-26,2024-10-31,338014,"['INGEMA', 'Jet Contractors', 'TGCC', 'SOMAGEC', 'Novec']","[323911.61607810715, 325252.6109078217, 347076.8656264557, 353778.829018161, 353896.07163251657]",Novec,353896.07163251657,340783.2,0.047,295,Appel d’offres restreint,Prix seul,5,Oui,5,7,89,Sans suite,
4844,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Travaux,Fournitures scolaires,ONCF,Maroc,Casablanca-Settat,Casablanca,2024-04-04,2024-04-19,2024-05-03,8644421,"['Novec', 'SOGEA']","[8556643.02810515, 10083706.016035879]",Novec,8556643.02810515,9320174.52,-0.0102,174,Gré à gré,Meilleure offre économiquement,2,Non,14,19,98,Annulé,Manque de budget
4845,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Rabat-Salé-Kénitra.,Fournitures,Informatique,DGSN,Maroc,Rabat-Salé-Kénitra,Agadir,2023-07-28,2023-09-25,2023-10-11,4652265,"['Jet Contractors', 'SOGEA', 'INGEMA', 'Novec', 'TGCC', 'SOMAGEC']","[4263019.408022213, 4354469.330416835, 4544778.029941675, 4621774.179729048, 5488962.384419086, 5521180.510517157]",SOGEA,4354469.330416835,4799030.64,-0.064,329,Appel d’offres restreint,Note technique et prix,6,Oui,12,12,63,Annulé,Non-conformité des offres
4846,Appel d'offre pour médical à Fès,Marché public concernant le secteur médical dans la région de Rabat-Salé-Kénitra.,Travaux,Médical,CHU Casablanca,Maroc,Rabat-Salé-Kénitra,Fès,2023-11-26,2023-12-24,2024-01-11,522176,"['SOMAGEC', 'SOGEA', 'INGEMA', 'TGCC', 'Jet Contractors', 'Novec']","[485700.99807164253, 501553.37545921275, 543852.4001074205, 563153.1393733002, 566725.245761391, 591533.0952572754]",Novec,591533.0952572754,542086.38,0.1328,231,Appel d’offres restreint,Note technique et prix,6,Non,0,1,74,Sans suite,
4847,Appel d'offre pour informatique à Rabat,Marché public concernant le secteur informatique dans la région de Fès-Meknès.,Travaux,Informatique,Ministère de la Santé,Maroc,Fès-Meknès,Rabat,2023-10-04,2023-11-05,2023-11-13,6521101,"['INGEMA', 'SOMAGEC']","[5916359.634357295, 7266521.57683241]",SOMAGEC,7266521.57683241,6591440.61,0.1143,147,Appel d’offres restreint,Prix seul,2,Non,0,18,94,Sans suite,
4848,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Fournitures,BTP,Ministère de l’Équipement,Maroc,Fès-Meknès,Rabat,2023-11-07,2023-11-30,2023-12-11,1422962,"['INGEMA', 'SOMAGEC', 'Jet Contractors', 'SOGEA', 'TGCC']","[1351818.2928225794, 1416986.2655960557, 1457331.934239488, 1610256.4853981347, 1695691.9348834145]",SOGEA,1610256.4853981347,1506416.98,0.1316,361,Appel d’offres restreint,Prix seul,5,Non,6,20,96,Attribué,
4849,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Informatique,DGSN,Maroc,Tanger-Tétouan-Al Hoceïma,Agadir,2023-01-22,2023-03-08,2023-03-25,500601,"['SOGEA', 'INGEMA']","[510529.8828364351, 562802.5348478375]",SOGEA,510529.8828364351,536666.21,0.0198,326,Gré à gré,Prix seul,2,Oui,2,1,95,Attribué,
4850,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Travaux,Informatique,CHU Casablanca,Maroc,Casablanca-Settat,Agadir,2024-01-13,2024-02-08,2024-02-21,6419419,"['SOGEA', 'TGCC', 'Jet Contractors', 'Novec']","[6279389.916336484, 6453744.114204243, 6700919.997088556, 7321689.6769034285]",Jet Contractors,6700919.997088556,6688935.93,0.0439,118,Appel d’offres restreint,Note technique et prix,4,Non,3,3,64,Annulé,Non-conformité des offres
4851,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Services,BTP,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Agadir,2023-03-19,2023-04-15,2023-04-26,5619320,"['SOGEA', 'Novec']","[5093730.481230433, 5715400.30026477]",Novec,5715400.30026477,5404565.39,0.0171,199,Appel d’offres restreint,Meilleure offre économiquement,2,Oui,15,1,95,Attribué,
4852,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Oriental.,Fournitures,Médical,Ministère de la Santé,Maroc,Oriental,Casablanca,2023-01-31,2023-03-14,2023-03-31,4373242,"['Novec', 'SOGEA', 'INGEMA', 'Jet Contractors', 'TGCC']","[4207707.336710793, 4494145.519193605, 5090623.871134646, 5138281.891159744, 5243191.443043509]",Jet Contractors,5138281.891159744,4834790.01,0.1749,175,Appel d’offres ouvert,Meilleure offre économiquement,5,Non,15,16,67,Sans suite,
4853,Appel d'offre pour médical à Rabat,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Fournitures,Médical,CHU Casablanca,Maroc,Fès-Meknès,Rabat,2024-08-02,2024-10-01,2024-10-06,5431306,"['TGCC', 'Novec', 'Jet Contractors', 'INGEMA']","[5150971.147504345, 5684285.094716191, 6007045.62284451, 6218882.136714079]",Jet Contractors,6007045.62284451,5765296.0,0.106,189,Appel d’offres restreint,Meilleure offre économiquement,4,Oui,15,18,68,Sans suite,Non-conformité des offres
4854,Appel d'offre pour informatique à Casablanca,Marché public concernant le secteur informatique dans la région de Souss-Massa.,Fournitures,Informatique,ONCF,Maroc,Souss-Massa,Casablanca,2024-02-23,2024-03-29,2024-04-11,7073671,"['SOGEA', 'Novec']","[7111708.939931474, 8433954.11171145]",SOGEA,7111708.939931474,7772831.53,0.0054,51,Appel d’offres restreint,Prix seul,2,Non,6,19,96,Annulé,Non-conformité des offres
4855,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Souss-Massa.,Fournitures,BTP,Ministère de l’Équipement,Maroc,Souss-Massa,Fès,2024-01-08,2024-02-01,2024-02-15,7528857,"['SOMAGEC', 'SOGEA', 'INGEMA']","[7145328.917370845, 8105557.475412018, 8339956.619074317]",SOMAGEC,7145328.917370845,7863614.34,-0.0509,252,Gré à gré,Prix seul,3,Oui,1,4,100,Attribué,
4856,Appel d'offre pour informatique à Oujda,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Fournitures,Informatique,Ministère de la Santé,Maroc,Casablanca-Settat,Oujda,2025-01-27,2025-02-10,2025-02-22,9300500,"['INGEMA', 'SOMAGEC', 'SOGEA', 'Jet Contractors']","[8489244.86617629, 8866643.63856154, 9321727.404745046, 10636255.445412045]",SOMAGEC,8866643.63856154,9328467.84,-0.0466,236,Appel d’offres restreint,Meilleure offre économiquement,4,Non,15,1,68,Annulé,Manque de budget
4857,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Travaux,Transport,Ministère de l’Équipement,Maroc,Rabat-Salé-Kénitra,Agadir,2024-06-03,2024-07-01,2024-07-14,2084983,"['SOGEA', 'Novec', 'TGCC', 'SOMAGEC', 'INGEMA']","[1888462.2219016945, 1935180.411136065, 2068127.7927685191, 2230157.0107489056, 2262396.854754856]",INGEMA,2262396.854754856,2076864.86,0.0851,266,Gré à gré,Note technique et prix,5,Oui,4,4,99,Annulé,Non-conformité des offres
4858,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Rabat-Salé-Kénitra.,Fournitures,Médical,ONEE,Maroc,Rabat-Salé-Kénitra,Agadir,2025-05-03,2025-05-29,2025-06-03,6525085,"['SOMAGEC', 'Jet Contractors', 'INGEMA', 'Novec']","[6062276.551923344, 6409527.364582079, 7231595.06078453, 7614627.373812318]",SOMAGEC,6062276.551923344,6829506.59,-0.0709,217,Gré à gré,Meilleure offre économiquement,4,Non,2,10,89,Sans suite,
4859,Appel d'offre pour médical à Rabat,Marché public concernant le secteur médical dans la région de Souss-Massa.,Travaux,Médical,ONCF,Maroc,Souss-Massa,Rabat,2023-09-15,2023-10-16,2023-10-24,4357390,"['TGCC', 'INGEMA', 'SOMAGEC', 'Novec', 'Jet Contractors']","[4309744.481081179, 4519563.765542164, 4598115.543803557, 4679035.801563733, 4765057.745280994]",Jet Contractors,4765057.745280994,4574303.47,0.0936,265,Gré à gré,Prix seul,5,Oui,6,2,89,Annulé,Non-conformité des offres
4860,Appel d'offre pour fournitures scolaires à Fès,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Travaux,Fournitures scolaires,DGSN,Maroc,Oriental,Fès,2023-10-03,2023-11-23,2023-12-01,6563760,"['Novec', 'SOMAGEC', 'TGCC']","[6275791.708089825, 6804311.165399742, 7026038.839256062]",TGCC,7026038.839256062,6702047.24,0.0704,144,Appel d’offres restreint,Note technique et prix,3,Non,12,13,86,Sans suite,
4861,Appel d'offre pour médical à Oujda,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Médical,ONEE,Maroc,Tanger-Tétouan-Al Hoceïma,Oujda,2023-03-20,2023-05-06,2023-05-22,3561868,"['INGEMA', 'Novec', 'TGCC', 'SOGEA', 'SOMAGEC']","[3587069.5069292984, 3708415.107665726, 3857760.8690015883, 3933629.93500213, 4077469.21249597]",SOGEA,3933629.93500213,3832868.93,0.1044,332,Appel d’offres restreint,Note technique et prix,5,Oui,10,4,72,Sans suite,Non-conformité des offres
4862,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Informatique,ONCF,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2024-12-10,2025-01-09,2025-01-29,8870270,"['INGEMA', 'SOGEA', 'TGCC', 'SOMAGEC', 'Jet Contractors', 'Novec']","[8422053.104604593, 8642484.450875644, 8650335.240209144, 9079308.26105193, 10021028.572695106, 10377757.142591193]",TGCC,8650335.240209144,9198827.8,-0.0248,171,Gré à gré,Prix seul,6,Non,6,18,71,Annulé,Non-conformité des offres
4863,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Services,BTP,CHU Casablanca,Maroc,Rabat-Salé-Kénitra,Oujda,2024-08-21,2024-08-31,2024-09-14,8524430,"['SOMAGEC', 'Jet Contractors']","[8259383.646269586, 10072039.948752549]",SOMAGEC,8259383.646269586,9165711.8,-0.0311,334,Gré à gré,Prix seul,2,Non,8,11,69,Sans suite,Non-conformité des offres
